sub_topic_name,topic_name,subject_name
Most effective extracellular buffer system at physiological pH,Acid-Base Disturbances,Medicine
Expected compensation in Acid-Base disorders,Acid-Base Disturbances,Medicine
Cause of Metabolic alkalosis,Acid-Base Disturbances,Medicine
Anion gap – Overview,Acid-Base Disturbances,Medicine
Causes of respiratory alkalosis,Acid-Base Disturbances,Medicine
Normal ABG,Acid-Base Disturbances,Medicine
Causes of respiratory acidosis,Acid-Base Disturbances,Medicine
Diagnostic criteria for primary hyperaldosteronism,Adrenal Disorders,Medicine
Conn’s syndrome – Clinical features,Adrenal Disorders,Medicine
Secondary adrenal insufficiency – Clinical features,Adrenal Disorders,Medicine
MC cause of adrenal insufficiency in India,Adrenal Disorders,Medicine
Addison’s Clinical Features,Adrenal Disorders,Medicine
Features of Gluco vs Mineralocorticoid deficiency,Adrenal Disorders,Medicine
Addison’s – Investigations,Adrenal Disorders,Medicine
Rx of Addison’s,Adrenal Disorders,Medicine
Causes of hyperaldosteronism,Adrenal Disorders,Medicine
Syndromes associated with Primary Adrenal Insufficiency,Adrenal Disorders,Medicine
DM – Diagnostic criteria,Diabetes Mellitus,Medicine
Sodium-glucose co-transporter-2  inhibitors – ADR,Diabetes Mellitus,Medicine
Insulin – Classification based on Duration of action,Diabetes Mellitus,Medicine
Type 1 diabetes – overview,Diabetes Mellitus,Medicine
MODY – Overview,Diabetes Mellitus,Medicine
Genes involved in Type I DM,Diabetes Mellitus,Medicine
"Drug therapy for DM – MOA, ADR",Diabetes Mellitus,Medicine
HbA1c – overview,Diabetes Mellitus,Medicine
Pathophysiology in DM,Diabetes Mellitus,Medicine
Somogyi Phenomenon,Diabetes Mellitus,Medicine
Indications for dialysis,Renal Replacement Therapy,Medicine
Diseases involving Post-transplant kidney,Renal Replacement Therapy,Medicine
Acute complications of Hemodialysis,Renal Replacement Therapy,Medicine
MC cause of infection in 1-6 months of Transplant,Renal Replacement Therapy,Medicine
Life expectancy after living donor transplant,Renal Replacement Therapy,Medicine
Cause of peritonitis in peritoneal dialysis,Renal Replacement Therapy,Medicine
Renal transplant rejection – Overview,Renal Replacement Therapy,Medicine
Hemodialysis – Overview,Renal Replacement Therapy,Medicine
Reverse urea effect,Renal Replacement Therapy,Medicine
Complications of Peritoneal dialysis,Renal Replacement Therapy,Medicine
Acute complications in Dialysis,Renal Replacement Therapy,Medicine
Peritoneal dialysis – Overview,Renal Replacement Therapy,Medicine
Dialysis-related amyloidosis,Renal Replacement Therapy,Medicine
Vascular access in Hemodialysis,Renal Replacement Therapy,Medicine
Seizures in CKD – cause,Chronic Kidney Disease,Medicine
Electrolyte abnormalities in CKD,Chronic Kidney Disease,Medicine
Stages of CKD,Chronic Kidney Disease,Medicine
Neurological abnormalities in CKD,Chronic Kidney Disease,Medicine
Rx of Anemia in CKD,Chronic Kidney Disease,Medicine
CRF – Clinical Features,Chronic Kidney Disease,Medicine
"Diabetic Nephropathy – Diagnosis, RX",Chronic Kidney Disease,Medicine
Hormonal changes in CKD,Chronic Kidney Disease,Medicine
Rx for Idiopathic thrombocytic purpura,Platelet Disorders,Medicine
Most specific test for the diagnosis of heparin-induced thrombocytopenia,Platelet Disorders,Medicine
Drugs causing thrombocytopenia,Platelet Disorders,Medicine
Prasugrel Overview,Platelet Disorders,Medicine
Plasmapheresis – common indications,Platelet Disorders,Medicine
First line of treatment for von Willebrand disease,Platelet Disorders,Medicine
Bleeding Disorders vs Coagulation disorders,Platelet Disorders,Medicine
Laboratory findings in VWD,Platelet Disorders,Medicine
Inherited disorders of platelet function,Platelet Disorders,Medicine
Platelet aggregation disorders,Platelet Disorders,Medicine
Types of VWD,Platelet Disorders,Medicine
Acute vs chronic ITP,Platelet Disorders,Medicine
Heparin-induced thrombocytopenia,Platelet Disorders,Medicine
Pseudothrombocytopenia,Platelet Disorders,Medicine
TTP vs HUS,Platelet Disorders,Medicine
Causes of Travelers’ diarrhea,Malabsorption Syndromes,Medicine
Schilling test,Malabsorption Syndromes,Medicine
Investigations in Malabsorption Syndrome,Malabsorption Syndromes,Medicine
Abetalipoproteinemia,Malabsorption Syndromes,Medicine
Celiac disease,Malabsorption Syndromes,Medicine
MC CNS manifestation associated with Whipple’s disease,Malabsorption Syndromes,Medicine
Small intestinal bacterial overgrowth,Malabsorption Syndromes,Medicine
Bile acid diarrhea,Malabsorption Syndromes,Medicine
Pancreatic insufficiency,Malabsorption Syndromes,Medicine
Diagnosis of refractory celiac disease,Malabsorption Syndromes,Medicine
Osmotic diarrhea,Malabsorption Syndromes,Medicine
Whipple’s disease,Malabsorption Syndromes,Medicine
Protein malabsorption,Malabsorption Syndromes,Medicine
Causes of malabsorption,Malabsorption Syndromes,Medicine
Features of malabsorption syndrome,Malabsorption Syndromes,Medicine
Short bowel syndrome,Malabsorption Syndromes,Medicine
Tropical sprue,Malabsorption Syndromes,Medicine
Primary hyperparathyroidism,Parathyroid Disorders,Medicine
Classification of Causes of Hypercalcemia,Parathyroid Disorders,Medicine
Findings seen in patients with hyperparathyroidism,Parathyroid Disorders,Medicine
Trousseau’s sign x ray,Parathyroid Disorders,Medicine
Calcitonin levels increases in,Parathyroid Disorders,Medicine
Treatment of hypercalcemia due to Vitamin D toxicity,Parathyroid Disorders,Medicine
Hypercalcemic crisis,Parathyroid Disorders,Medicine
Clinical manifestations of hypercalcemia,Parathyroid Disorders,Medicine
Pseudopseudohypoparathyroidism,Parathyroid Disorders,Medicine
Cause of hyperparathyroidism,Parathyroid Disorders,Medicine
Rx of Hypocalcemia,Parathyroid Disorders,Medicine
Signs and symptoms of Primary Hyperparathyroidism,Parathyroid Disorders,Medicine
Rx of Hypercalcemia,Parathyroid Disorders,Medicine
Milk-alkali syndrome,Parathyroid Disorders,Medicine
Radiographic changes in primary hyperparathyroidism,Parathyroid Disorders,Medicine
ECG in Hyperkalemia,ECG Basic Principles,Medicine
MI localisation,ECG Basic Principles,Medicine
Osborn waves,ECG Basic Principles,Medicine
Pseudo P Pulmonale,ECG Basic Principles,Medicine
Causes of QT prolongation,ECG Basic Principles,Medicine
Cardiac axis calculation,ECG Basic Principles,Medicine
Normal PR interval,ECG Basic Principles,Medicine
P-Mitrale,ECG Basic Principles,Medicine
Normal waves – what do they denote,ECG Basic Principles,Medicine
P wave components,ECG Basic Principles,Medicine
P-Pulmonale,ECG Basic Principles,Medicine
Normal ECG intervals,ECG Basic Principles,Medicine
Paradoxical response of GH release,Anterior Pituitary Hormones,Medicine
Acromegaly – clinical features,Anterior Pituitary Hormones,Medicine
GH side effects,Anterior Pituitary Hormones,Medicine
GH deficiency – Clincal features,Anterior Pituitary Hormones,Medicine
Acromegaly – Investigations,Anterior Pituitary Hormones,Medicine
Hyperprolactinemia – Causes,Anterior Pituitary Hormones,Medicine
Laron-type dwarfism is due to,Anterior Pituitary Hormones,Medicine
Rx of Acromegaly,Anterior Pituitary Hormones,Medicine
"Hyperprolactinemia – Clinical features, Rx",Anterior Pituitary Hormones,Medicine
Causes of acromegaly,Anterior Pituitary Hormones,Medicine
CMV infection via transfusion,Transfusion Medicine,Medicine
Tranfusion protocols – Overview,Transfusion Medicine,Medicine
Complications of massive transfusion,Transfusion Medicine,Medicine
Transfusion reactions – Overview,Transfusion Medicine,Medicine
Optimum temperature for storage of RBCs,Transfusion Medicine,Medicine
Cryoprecipitate has all except,Transfusion Medicine,Medicine
MC cause of transfusion-related fatality,Transfusion Medicine,Medicine
Blood components – Overview,Transfusion Medicine,Medicine
Cushings’s – Overview,Cushing’s Syndrome,Medicine
Pseudo-Cushing’s Syndrome,Cushing’s Syndrome,Medicine
Causes of Cushing’s Syndrome,Cushing’s Syndrome,Medicine
Investigations for Cushings,Cushing’s Syndrome,Medicine
Ectopic ACTH-secreting tumor,Cushing’s Syndrome,Medicine
Drugs used in Cushing’s,Cushing’s Syndrome,Medicine
Cystic and inherited disorders of the kidney,Miscellaneous Kidney Diseases,Medicine
Karyomegalic interstitial nephritis,Miscellaneous Kidney Diseases,Medicine
ADPKD,Miscellaneous Kidney Diseases,Medicine
Just that one condition – Polycystic Kidney disaease.,Miscellaneous Kidney Diseases,Medicine
Common serologic patterns in hepatitis B infection,Viral Hepatitis,Medicine
MC route of spread of Hepatitis E,Viral Hepatitis,Medicine
Extrahepatic Manifestations of Hepatitis B and C,Viral Hepatitis,Medicine
Findings in hepatitis liver biopsy,Viral Hepatitis,Medicine
First marker to rise in acute hepatitis B,Viral Hepatitis,Medicine
Hepatitis D superinfection and coinfection,Viral Hepatitis,Medicine
Rx for acute hepatitis C,Viral Hepatitis,Medicine
Route of transmission of hepatitis viruses,Viral Hepatitis,Medicine
Treatment in chronic hepatitis B,Viral Hepatitis,Medicine
Management of acute exacerbation of COPD,COPD & Asthma,Medicine
Gold’s criteria,COPD & Asthma,Medicine
Extrinsic vs Intrinsic asthma,COPD & Asthma,Medicine
Brittle asthma classification,COPD & Asthma,Medicine
Aspirin-sensitivity asthma,COPD & Asthma,Medicine
Rx of choice for the management of type 2 brittle asthma,COPD & Asthma,Medicine
Drugs used in the treatment of bronchial asthma,COPD & Asthma,Medicine
Radiographic studies in COPD,COPD & Asthma,Medicine
Types of emphysema,COPD & Asthma,Medicine
Pulmonary function tests in Emphysema,COPD & Asthma,Medicine
Indications and contraindications of NIPPV,COPD & Asthma,Medicine
Reid index,COPD & Asthma,Medicine
Types of respiratory failure,COPD & Asthma,Medicine
COPD Overview,COPD & Asthma,Medicine
Treatment of COPD,COPD & Asthma,Medicine
Modified MRC Dyspnoea scale,COPD & Asthma,Medicine
Classification of Anticoagulants,Coagulation Disorders,Medicine
DIC – lab findings,Coagulation Disorders,Medicine
Most specific test for heparin-induced thrombocytopenia,Coagulation Disorders,Medicine
Causes of Prolonged PT and aPTT,Coagulation Disorders,Medicine
Clinical features of hemophilia,Coagulation Disorders,Medicine
Lab parameters for Hemophilia A,Coagulation Disorders,Medicine
Common causes of DIC,Coagulation Disorders,Medicine
Desmopressin overview,Coagulation Disorders,Medicine
Management of supratherapeutic INR,Coagulation Disorders,Medicine
Dabigatran,Coagulation Disorders,Medicine
MC disorder of coagulation,Coagulation Disorders,Medicine
Rx of malignant Pheochromocytoma,Pheochromocytoma,Medicine
Rx of HTN in Pheochromocytoma,Pheochromocytoma,Medicine
Pheochromocytoma- Associated Genetic conditions,Pheochromocytoma,Medicine
Pheochromocytoma – Clinical Features,Pheochromocytoma,Medicine
Drugs used in Pheochromocytoma,Pheochromocytoma,Medicine
Catecholamines in Extra-adrenal Pheochromocytoma,Pheochromocytoma,Medicine
Benign vs Malignant Pheochromocytoma,Pheochromocytoma,Medicine
Investigations for Pheochromocytoma,Pheochromocytoma,Medicine
Rule of Tens,Pheochromocytoma,Medicine
Thyrotoxicosis – MC symptom,Thyroid Disorders,Medicine
Radioactive iodine uptake scan,Thyroid Disorders,Medicine
Signs in Grave’s ophthalmopathy,Thyroid Disorders,Medicine
Jod-Basedow phenomenon.,Thyroid Disorders,Medicine
Antithyroid drug to be used in early gestation,Thyroid Disorders,Medicine
Thyroid dermopathy,Thyroid Disorders,Medicine
Myxedema,Thyroid Disorders,Medicine
Multinodular goiter,Thyroid Disorders,Medicine
Antibodies seen in some autoimmune thyroid disorders,Thyroid Disorders,Medicine
Amiodarone-induced thyrotoxicosis,Thyroid Disorders,Medicine
De Quervain’s thyroiditis,Thyroid Disorders,Medicine
Thyroid storm,Thyroid Disorders,Medicine
Contraindication for radioiodine therapy,Thyroid Disorders,Medicine
Causes of hypothyroidism,Thyroid Disorders,Medicine
Menkes disease – Basics,Iron & Copper Disorders,Medicine
Sites of Iron deposition in Hemochromatosis,Iron & Copper Disorders,Medicine
"Wilson’s disease – Clinical Features, Lab findings",Iron & Copper Disorders,Medicine
Rx of Wilson’s,Iron & Copper Disorders,Medicine
Secondary hemochromatosis – Overview,Iron & Copper Disorders,Medicine
Rx of Hemochromatosis,Iron & Copper Disorders,Medicine
Kartagener syndrome,Bronchiectasis,Medicine
Investigations to confirm Bronchiectasis,Bronchiectasis,Medicine
Cystic fibrosis,Bronchiectasis,Medicine
Investigations for cystic fibrosis,Bronchiectasis,Medicine
Allergic bronchopulmonary aspergillosis,Bronchiectasis,Medicine
Complications of bronchiectasis,Bronchiectasis,Medicine
Overview of Rx of Bronchiectasis,Bronchiectasis,Medicine
Nasogastric tube length estimation,Clinical Methods,Medicine
Relative bradycardia,Clinical Methods,Medicine
Glasgow Coma Scale (GCS),Clinical Methods,Medicine
Rx of frost bite,Clinical Methods,Medicine
Different signs in Aortic Regurgitation,Clinical Methods,Medicine
Hypothermia clinical assessment,Clinical Methods,Medicine
Revision of Hutchison’s or Macleod’s basics,Clinical Methods,Medicine
Psychogenic polydipsia,Posterior Pituitary Hormones,Medicine
Water Deprivation test in Diabetes Insipidus,Posterior Pituitary Hormones,Medicine
Mutation in the gene for aquaporin channel leads to,Posterior Pituitary Hormones,Medicine
Polyuria with low fixed specific gravity urine is seen in,Posterior Pituitary Hormones,Medicine
Causes of Central Diabetes insipidus,Posterior Pituitary Hormones,Medicine
Central DI is characterized by,Posterior Pituitary Hormones,Medicine
Causes of Nephrogenic DI,Posterior Pituitary Hormones,Medicine
Rx of Nephrogenic DI,Posterior Pituitary Hormones,Medicine
MOA of AVP,Posterior Pituitary Hormones,Medicine
Wolfram syndrome,Posterior Pituitary Hormones,Medicine
Rhabdomyolysis,Acute Kidney Injury,Medicine
Kidney injury markers,Acute Kidney Injury,Medicine
Tumor lysis syndrome,Acute Kidney Injury,Medicine
AKIN and RIFLE criteria,Acute Kidney Injury,Medicine
"Pre renal, Renal, Post renal failure",Acute Kidney Injury,Medicine
Non-oliguric renal failure,Acute Kidney Injury,Medicine
Causes of intrinsic AKI,Acute Kidney Injury,Medicine
Analgesic nephropathy,Acute Kidney Injury,Medicine
Contrast-induced nephropathy,Acute Kidney Injury,Medicine
Diagnosis of acute kidney injury,Acute Kidney Injury,Medicine
Mesial Temporal Lobe Epilepsy,Epileptic Disorders,Medicine
Lennox Gastaut syndrome,Epileptic Disorders,Medicine
DOC for infantile spasms,Epileptic Disorders,Medicine
EEG Waves,Epileptic Disorders,Medicine
Anti-epileptic drugs withdrawal,Epileptic Disorders,Medicine
Status Epilepticus,Epileptic Disorders,Medicine
Absence seizures,Epileptic Disorders,Medicine
Juvenile myoclonic epilepsy,Epileptic Disorders,Medicine
Focal seizures,Epileptic Disorders,Medicine
Important Adverse Effects of Anti-epileptic Drugs,Epileptic Disorders,Medicine
First-line Agents in Different Types of Seizures,Epileptic Disorders,Medicine
Myasthenia gravis –  drug of choice,Myasthenia Gravis,Medicine
Myasthenia gravis – most common ocular finding,Myasthenia Gravis,Medicine
Duchenne muscular dystrophy,Myasthenia Gravis,Medicine
Lambert-Eaton myasthenic syndrome,Myasthenia Gravis,Medicine
Drugs that may unmask or worsen myasthenia gravis,Myasthenia Gravis,Medicine
Thymoma,Myasthenia Gravis,Medicine
Congenital myasthenic syndromes,Myasthenia Gravis,Medicine
Cutaneous larva migrans & visceral larva migrans,Helminthology,Microbiology
Helminth eggs that float in saturated salt solution,Helminthology,Microbiology
Parasites with bile-stained eggs,Helminthology,Microbiology
Morphology of common eggs in parasitology,Helminthology,Microbiology
Echinococcus granulosus,Helminthology,Microbiology
Morphology of Filarial worms,Helminthology,Microbiology
Cysticercosis cellulosae,Helminthology,Microbiology
Echinococcus multilocularis,Helminthology,Microbiology
Parasite that cause Vitamin B12 deficiency,Helminthology,Microbiology
Water lily sign,Helminthology,Microbiology
Skin tests for parasitic infections,Helminthology,Microbiology
Schistosoma Mansoni,Helminthology,Microbiology
T. solium and T. saginata,Helminthology,Microbiology
Culture of Trypanosoma,Protozoology,Microbiology
Clinical features of Intestinal amebiasis,Protozoology,Microbiology
Sabin Feldman dye test,Protozoology,Microbiology
Plasmodium species,Protozoology,Microbiology
Babesia microti,Protozoology,Microbiology
Falciparum malaria,Protozoology,Microbiology
Toxoplasma gondii,Protozoology,Microbiology
Complications of intestinal amoebiasis,Protozoology,Microbiology
